sentence,label,domain,year,title,url,slide,obs
Lost Generation.,loss,nuclear,2013,Nuclear Power STPA Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_EPRI_MIT_STAMP_Mar2013.pdf,8,
Reactor Exceeds Limits.,hazard,nuclear,2013,Nuclear Power STPA Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_EPRI_MIT_STAMP_Mar2013.pdf,8,
Radioactive Material Release.,hazard,nuclear,2013,Nuclear Power STPA Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_EPRI_MIT_STAMP_Mar2013.pdf,8,
Equipment Operated Beyond Limits.,hazard,nuclear,2013,Nuclear Power STPA Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_EPRI_MIT_STAMP_Mar2013.pdf,8,
Inadvertent Equip. Operation During Maintenance.,hazard,nuclear,2013,Nuclear Power STPA Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_EPRI_MIT_STAMP_Mar2013.pdf,8,
Reactor Shutdown.,hazard,nuclear,2013,Nuclear Power STPA Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_EPRI_MIT_STAMP_Mar2013.pdf,8,
The ACC vehicle crashes with a vehicle in front when the ACC system is in active mode (Forward Collision vehicle to vehicle).,exloss,automotive,2013,Experiences with Applying STPA to Software-Intensive Systems in the Automotive Domain,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Abdulkhaleq_STAMP_2013.pdf,7,
The vehicle behind crashes the ACC vehicle when the ACC system detects an object in the vehicle path (Backward Collision vehicle to vehicle).,exloss,automotive,2013,Experiences with Applying STPA to Software-Intensive Systems in the Automotive Domain,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Abdulkhaleq_STAMP_2013.pdf,7,
ACC violates the safe distance between ACC vehicle and vehicle in front.,hazard,automotive,2013,Experiences with Applying STPA to Software-Intensive Systems in the Automotive Domain,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Abdulkhaleq_STAMP_2013.pdf,7,
ACC did not illuminate brake light to warn vehicle in the behind.,hazard,automotive,2013,Experiences with Applying STPA to Software-Intensive Systems in the Automotive Domain,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Abdulkhaleq_STAMP_2013.pdf,7,
ACC does not reduce throttle and apply the braking force to maintain safe distance as preset by driver when vehicle catches up with a slower preceding vehicle.,hazard,automotive,2013,Experiences with Applying STPA to Software-Intensive Systems in the Automotive Domain,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Abdulkhaleq_STAMP_2013.pdf,7,
ACC estimates wrong values of distance and speed of vehicle ahead.,hazard,automotive,2013,Experiences with Applying STPA to Software-Intensive Systems in the Automotive Domain,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Abdulkhaleq_STAMP_2013.pdf,7,
The driver is able to override the ACC system at any time by activating the brake or accelerator pedal.,hazard,automotive,2013,Experiences with Applying STPA to Software-Intensive Systems in the Automotive Domain,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Abdulkhaleq_STAMP_2013.pdf,7,
Vehicle must illuminate the brake light to warn vehicle in the back.,constraint,automotive,2013,Experiences with Applying STPA to Software-Intensive Systems in the Automotive Domain,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Abdulkhaleq_STAMP_2013.pdf,11,
Brake light command must illuminate early within X-seconds before stopping vehicle.,constraint,automotive,2013,Experiences with Applying STPA to Software-Intensive Systems in the Automotive Domain,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Abdulkhaleq_STAMP_2013.pdf,11,
Vehicle must brake when vehicle detected slowed or stopped object (at a few X-meters within the preset value of the safety distance) in its path.,constraint,automotive,2013,Experiences with Applying STPA to Software-Intensive Systems in the Automotive Domain,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Abdulkhaleq_STAMP_2013.pdf,11,
The intervention between ACC system and driver should be limited to the traffic environment and conditions.,constraint,automotive,2013,Experiences with Applying STPA to Software-Intensive Systems in the Automotive Domain,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Abdulkhaleq_STAMP_2013.pdf,11,
Train derails.,exhazard,train,2013,Using STAMP method to analyze serious accidents in China Railway system,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_Hong_Serious_accidents_analysis_China_railway_STAMP.pdf,6,
Train must run within limited speed.,constraint,train,2013,Using STAMP method to analyze serious accidents in China Railway system,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_Hong_Serious_accidents_analysis_China_railway_STAMP.pdf,6,
Driver must know the correct limited speed through different kinds of ways (e.g. IC cards and the scheduler).,constraint,train,2013,Using STAMP method to analyze serious accidents in China Railway system,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_Hong_Serious_accidents_analysis_China_railway_STAMP.pdf,6,
Customer's data released to public.,hazard,software,2013,STAMP as a Theoretical Framework for Understanding Corporate Moral Failure,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/01_Buck_Moral-Corporate_Failure.pdf,36,
Customer's data misused by JID.,hazard,software,2013,STAMP as a Theoretical Framework for Understanding Corporate Moral Failure,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/01_Buck_Moral-Corporate_Failure.pdf,36,
Customer's data released to unauthorized 3rd parties.,hazard,software,2013,STAMP as a Theoretical Framework for Understanding Corporate Moral Failure,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/01_Buck_Moral-Corporate_Failure.pdf,36,
Customer's data misused by authorized 3rd parties.,hazard,software,2013,STAMP as a Theoretical Framework for Understanding Corporate Moral Failure,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/01_Buck_Moral-Corporate_Failure.pdf,36,
Customer's data must not be released to public.,constraint,software,2013,STAMP as a Theoretical Framework for Understanding Corporate Moral Failure,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/01_Buck_Moral-Corporate_Failure.pdf,36,
Customer's data must be not be misused by JIT.,constraint,software,2013,STAMP as a Theoretical Framework for Understanding Corporate Moral Failure,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/01_Buck_Moral-Corporate_Failure.pdf,36,
Customer's data must not be released to unauthorized 3rd parties.,constraint,software,2013,STAMP as a Theoretical Framework for Understanding Corporate Moral Failure,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/01_Buck_Moral-Corporate_Failure.pdf,36,
Customer's data must not be misused even by authorized 3rd parties.,constraint,software,2013,STAMP as a Theoretical Framework for Understanding Corporate Moral Failure,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/01_Buck_Moral-Corporate_Failure.pdf,36,
"Avoiding the concurrence of flammable substances, oxidizer and ignition source.",exconstraint,fire,2013,Analysis of Human-Related Accidents and Assessment of Human Error Based on STAMP,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_Ronghao_2013STAMPworkshop.pdf,11,
" Avoiding the interaction of flammable substances, oxidizer and ignition source.",exconstraint,fire,2013,Analysis of Human-Related Accidents and Assessment of Human Error Based on STAMP,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_Ronghao_2013STAMPworkshop.pdf,11,
Navigation software with feta defects is integrated into navigation system.,hazard,aviation,2013,A Safety analysis of Navigation Software Development Management Based on STAMP,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_XuXiaojie-STAMP_Analysis_Navigation_Software_Development_Management.pdf,11,
NSS should develop NS following the top-level requirements from NSI.,constraint,aviation,2013,A Safety analysis of Navigation Software Development Management Based on STAMP,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_XuXiaojie-STAMP_Analysis_Navigation_Software_Development_Management.pdf,11,
NSI should ensure NS accept from NSS is conform to the its requirements.,constraint,aviation,2013,A Safety analysis of Navigation Software Development Management Based on STAMP,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_XuXiaojie-STAMP_Analysis_Navigation_Software_Development_Management.pdf,11,
Controlled Flight into Terrain.,hazard,aviation,2013,The Use of STPA in Hazard Analysis and Certification of Integrated Modular Avionics Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Fleming_ITP_Talk.pdf,13,
Loss of Aircraft Control.,exhazard,aviation,2013,The Use of STPA in Hazard Analysis and Certification of Integrated Modular Avionics Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Fleming_ITP_Talk.pdf,13,
The Control system shall determine the axle torque request periodically.,constraint,automotive,2013,Compatibility Study of STPA with Automotive Safety Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Sundaram_GM_STPA_Study_Presentation_MIT.pdf,22,
The Control System shall not miscalculate the Axle Torque request.,constraint,automotive,2013,Compatibility Study of STPA with Automotive Safety Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Sundaram_GM_STPA_Study_Presentation_MIT.pdf,22,
Output Control shall be synchronized with Input request.,constraint,automotive,2013,Compatibility Study of STPA with Automotive Safety Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Sundaram_GM_STPA_Study_Presentation_MIT.pdf,22,
System shall be made aware of the Axle Torque Command determination status.,constraint,automotive,2013,Compatibility Study of STPA with Automotive Safety Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Sundaram_GM_STPA_Study_Presentation_MIT.pdf,22,
"System shall be able to control the actuator (Throttle, Spark, Fuel, etc.), when required.",constraint,automotive,2013,Compatibility Study of STPA with Automotive Safety Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Sundaram_GM_STPA_Study_Presentation_MIT.pdf,22,
"Control system shall control the actuator (Throttle, Spark, Fuel, etc.) correctly in response to axle torque request.",constraint,automotive,2013,Compatibility Study of STPA with Automotive Safety Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Sundaram_GM_STPA_Study_Presentation_MIT.pdf,22,
"Actuator (Throttle, Spark, Fuel, etc.) Control shall be synchronized with axle torque request.",constraint,automotive,2013,Compatibility Study of STPA with Automotive Safety Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Sundaram_GM_STPA_Study_Presentation_MIT.pdf,22,
"If the control propulsion output stops, System propulsion output shall be gradually ramped to zero with operator notification. Graceful transition to a safe state.",constraint,automotive,2013,Compatibility Study of STPA with Automotive Safety Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Sundaram_GM_STPA_Study_Presentation_MIT.pdf,22,
"Humans injured or killed (On earth, in air, in space).",loss,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,9,
"Damage and/or interruption of operations of other systems (Supporting infrastructure, other satellites, all other equipment).",loss,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,9,
Unplanned damage or disruption of the satellite (LOV).,loss,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,9,
Mission loss (Unable to perform mission to design standards) (LOM).,loss,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,9,
"Humans exposed to radiated energy or to toxic, radioactive, or energetic elements of mission hardware.",hazard,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,10,
"Non-human, non-system (the satellite) elements exposed to radiated energy or to toxic, radioactive, or energetic elements of mission hardware.",hazard,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,10,
"Satellite hardware exposed to excessive radiation, or caustic or energetic materials.",hazard,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,10,
Satellite enters unsafe environment or orbit/flight path.,hazard,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,10,
"Mission science data not gathered, returned, or stored.",hazard,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,10,
Loss of control or communications.,exhazard,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,10,
"Radiation and toxic, radioactive, or energetic materials must not be released within range of humans or other systems.",constraint,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,11,
"Radioactive, toxic, or energetic materials must be stored away from humans.",constraint,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,11,
"Satellite, satellite components, and satellite debris must not impact other systems or debris during launch, on orbit, or during disposal.",constraint,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,11,
"Satellite must not radiate energy until on orbit, separated from, and clear of launch vehicle and debris.",constraint,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,11,
Radiated energy frequencies should be selected so as to be different from those used by other systems if possible.,constraint,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,11,
"Radiated energy must not be directed at and/or reach other systems using the same frequency if possible. Otherwise, radiation must be at sufficiently low power so as to prevent disruption or damage of other systems.",constraint,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,11,
Satellite must not operate in an environment that poses the risk of excessive radiation or impact from energetic materials.,constraint,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,11,
